"source","ident","start","end","label"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s135_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s165_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s174_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s41_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000007/2022524-16-36_Halyomorpha_halys_000007_s54_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s123_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s29_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000008/2022524-16-36_Halyomorpha_halys_000008_s62_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s109_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s144_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000009/2022524-16-36_Halyomorpha_halys_000009_s25_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s132_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s167_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000010/2022524-16-36_Halyomorpha_halys_000010_s84_ch3",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s27_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s29_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000011/2022524-16-36_Halyomorpha_halys_000011_s78_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s112_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000012/2022524-16-36_Halyomorpha_halys_000012_s82_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s52_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000013/2022524-16-36_Halyomorpha_halys_000013_s8_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000014/2022524-16-36_Halyomorpha_halys_000014_s178_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000015/2022524-16-36_Halyomorpha_halys_000015_s182_ch2",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000015/2022524-16-36_Halyomorpha_halys_000015_s31_ch2",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s110_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s120_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s14_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000016/2022524-16-36_Halyomorpha_halys_000016_s7_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000017/2022524-16-36_Halyomorpha_halys_000017_s4_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000018/2022524-16-36_Halyomorpha_halys_000018_s62_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000020/2022524-16-36_Halyomorpha_halys_000020_s89_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000021/2022524-16-36_Halyomorpha_halys_000021_s118_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000022/2022524-16-36_Halyomorpha_halys_000022_s126_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000023/2022524-16-36_Halyomorpha_halys_000023_s102_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000025/2022524-16-36_Halyomorpha_halys_000025_s161_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000025/2022524-16-36_Halyomorpha_halys_000025_s39_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000026/2022524-16-36_Halyomorpha_halys_000026_s76_ch3",0,0.171103,"ins_buzz_Halyomorpha"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000027/2022524-16-36_Halyomorpha_halys_000027_s67_ch2",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000028/2022524-16-36_Halyomorpha_halys_000028_s161_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000028/2022524-16-36_Halyomorpha_halys_000028_s75_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000032/2022524-16-36_Halyomorpha_halys_000032_s4_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s38_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s39_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s66_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000033/2022524-16-36_Halyomorpha_halys_000033_s71_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s25_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s6_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000034/2022524-16-36_Halyomorpha_halys_000034_s8_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s14_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s14_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s84_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000035/2022524-16-36_Halyomorpha_halys_000035_s88_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000037/2022524-16-36_Halyomorpha_halys_000037_s32_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000039/2022524-16-36_Halyomorpha_halys_000039_s35_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000039/2022524-16-36_Halyomorpha_halys_000039_s51_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000044/2022524-16-36_Halyomorpha_halys_000044_s23_ch1",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000044/2022524-16-36_Halyomorpha_halys_000044_s24_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000045/2022524-16-36_Halyomorpha_halys_000045_s26_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000055/2022524-16-36_Halyomorpha_halys_000055_s12_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000056/2022524-16-36_Halyomorpha_halys_000056_s7_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000057/2022524-16-36_Halyomorpha_halys_000057_s2_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000058/2022524-16-36_Halyomorpha_halys_000058_s4_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000059/2022524-16-36_Halyomorpha_halys_000059_s24_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000060/2022524-16-36_Halyomorpha_halys_000060_s43_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s118_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s124_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s13_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000061/2022524-16-36_Halyomorpha_halys_000061_s55_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000062/2022524-16-36_Halyomorpha_halys_000062_s137_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000062/2022524-16-36_Halyomorpha_halys_000062_s25_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000067/2022524-16-36_Halyomorpha_halys_000067_s28_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022524-16-36/000067/2022524-16-36_Halyomorpha_halys_000067_s86_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000000/2022530-16-6_Halyomorpha_halys_000000_s4_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000004/2022530-16-6_Halyomorpha_halys_000004_s19_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000006/2022530-16-6_Halyomorpha_halys_000006_s55_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000007/2022530-16-6_Halyomorpha_halys_000007_s48_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000012/2022530-16-6_Halyomorpha_halys_000012_s126_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000012/2022530-16-6_Halyomorpha_halys_000012_s129_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s4_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s49_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s7_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000013/2022530-16-6_Halyomorpha_halys_000013_s70_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000014/2022530-16-6_Halyomorpha_halys_000014_s125_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000014/2022530-16-6_Halyomorpha_halys_000014_s82_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000015/2022530-16-6_Halyomorpha_halys_000015_s31_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000015/2022530-16-6_Halyomorpha_halys_000015_s7_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000016/2022530-16-6_Halyomorpha_halys_000016_s24_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000016/2022530-16-6_Halyomorpha_halys_000016_s33_ch0",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s17_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s19_ch3",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000017/2022530-16-6_Halyomorpha_halys_000017_s77_ch3",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000020/2022530-16-6_Halyomorpha_halys_000020_s56_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000020/2022530-16-6_Halyomorpha_halys_000020_s63_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000023/2022530-16-6_Halyomorpha_halys_000023_s51_ch2",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000024/2022530-16-6_Halyomorpha_halys_000024_s26_ch3",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000025/2022530-16-6_Halyomorpha_halys_000025_s90_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000028/2022530-16-6_Halyomorpha_halys_000028_s123_ch3",0,2.5,"ambient_background"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000041/2022530-16-6_Halyomorpha_halys_000041_s40_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000041/2022530-16-6_Halyomorpha_halys_000041_s54_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s4_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s46_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s47_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s48_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s49_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s5_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s50_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s51_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s52_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s53_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s54_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s55_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s56_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s57_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s58_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s59_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s6_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s60_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s61_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s62_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s63_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s64_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s65_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s66_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s67_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s68_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s69_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s70_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s71_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s72_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s73_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s74_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s75_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s76_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s77_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000042/2022530-16-6_Halyomorpha_halys_000042_s78_ch1",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000043/2022530-16-6_Halyomorpha_halys_000043_s64_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000052/2022530-16-6_Halyomorpha_halys_000052_s10_ch0",0,2.5,"ambient_noise"
"2025-06-24 InsectSound1000","Luke - External Data Sources/InsectSound1000/Halyomorpha_halys/2022530-16-6/000052/2022530-16-6_Halyomorpha_halys_000052_s12_ch0",0,2.5,"ambient_noise"
